BUKRS,LIFNR,AUGDT,AUGBL,ZUONR,GJAHR,BELNR,BUZEI,BUDAT,BLDAT,CPUDT,WAERS,XBLNR,BLART,MONAT,BSCHL,SHKZ,MWSKZ,DMBTR,WRBTR,ZFBDT,ZTERM,ZLSCH,,,,CHECT,XBANC,BANCD,VOIDR,VOIDD,
1001,400717,2020-07-24,2001855719,7-067-62708,2020,2500259348,1,2020-07-20,2020-07-16,2020-07-20,USD,7-067-62708,HV,7,31,H,I0,172.95,172.95,2020-07-16,0017,V,2020-07-24,US02,2020-07-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-24,2001855719,7-067-67985,2020,2500259316,1,2020-07-20,2020-07-16,2020-07-20,USD,7-067-67985,HV,7,31,H,I0,80.22,80.22,2020-07-16,0017,V,2020-07-24,US02,2020-07-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-27,2001856635,3-275-22430,2020,2500259808,1,2020-07-27,2020-07-10,2020-07-27,USD,3-275-22430,HV,7,31,H,I0,13.70,13.70,2020-07-10,0017,V,2020-07-27,US02,2020-07-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-27,2001856635,3-277-33209,2020,2500259351,1,2020-07-17,2020-07-17,2020-07-17,USD,3-277-33209,HV,7,31,H,I0,63.75,63.75,2020-07-17,0017,V,2020-07-27,US02,2020-07-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-27,2001856635,3-277-36808,2020,2500259441,1,2020-07-20,2020-07-17,2020-07-20,USD,3-277-36808,HV,7,31,H,I0,66.83,66.83,2020-07-17,0017,V,2020-07-27,US02,2020-07-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-27,2001856635,7-068-99774,2020,2500259488,1,2020-07-20,2020-07-17,2020-07-20,USD,7-068-99774,HV,7,31,H,I0,858.52,858.52,2020-07-17,0017,V,2020-07-27,US02,2020-07-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-30,2001858422,1-059-34004,2020,2500259722,1,2020-07-30,2020-07-07,2020-07-30,USD,1-059-34004,HV,7,31,H,I0,18.53,18.53,2020-07-07,0017,V,2020-07-30,US02,2020-07-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-30,2001858422,7-039-08710,2020,2500259748,1,2020-07-30,2020-06-16,2020-07-30,USD,7-039-08710,HV,7,31,H,I0,9.51,9.51,2020-06-16,0017,V,2020-07-30,US02,2020-07-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-30,2001858422,7-064-44997,2020,2500259721,1,2020-07-30,2020-07-14,2020-07-30,USD,7-064-44997,HV,7,31,H,I0,13.28,13.28,2020-07-14,0017,V,2020-07-30,US02,2020-07-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-041-79673,2020,2500260458,1,2020-07-31,2020-06-18,2020-07-31,USD,7-041-79673,HV,7,31,H,I0,38.05,38.05,2020-06-18,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-048-06140,2020,2500260457,1,2020-07-31,2020-06-25,2020-07-31,USD,7-048-06140,HV,7,31,H,I0,15.56,15.56,2020-06-25,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-054-87200,2020,2500259287,1,2020-07-31,2020-07-02,2020-07-31,USD,7-054-87200,HV,7,31,H,I0,296.01,296.01,2020-07-02,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-054-96704,2020,2500260456,1,2020-07-31,2020-07-02,2020-07-31,USD,7-054-96704,HV,7,31,H,I0,9.53,9.53,2020-07-02,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-060-97506,2020,2500260455,1,2020-07-31,2020-07-09,2020-07-31,USD,7-060-97506,HV,7,31,H,I0,20.28,20.28,2020-07-09,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-061-31076,2020,2500259286,1,2020-07-31,2020-07-09,2020-07-31,USD,7-061-31076,HV,7,31,H,I0,344.72,344.72,2020-07-09,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-067-62745,2020,2500259285,1,2020-07-31,2020-07-16,2020-07-31,USD,7-067-62745,HV,7,31,H,I0,626.13,626.13,2020-07-16,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-072-24678,2020,2500259975,1,2020-07-29,2020-07-22,2020-07-29,USD,7-072-24678,HV,7,31,H,I0,736.33,736.33,2020-07-22,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-073-39646,2020,2500259977,1,2020-07-29,2020-07-23,2020-07-29,USD,7-073-39646,HV,7,31,H,I0,11569.58,11569.58,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-073-42849,2020,2500259810,1,2020-07-23,2020-07-23,2020-07-23,USD,7-073-42849,HV,7,31,H,I0,2972.99,2972.99,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-073-66346,2020,2500260260,1,2020-07-31,2020-07-23,2020-07-31,USD,7-073-66346,HV,7,31,H,I0,130.80,130.80,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-073-66400,2020,2500260414,1,2020-07-31,2020-07-23,2020-07-31,USD,7-073-66400,HV,7,31,H,I0,1200.01,1200.01,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-074-11310,2020,2500259811,1,2020-07-23,2020-07-23,2020-07-23,USD,7-074-11310,HV,7,31,H,I0,847.26,847.26,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-074-13082,2020,2500259979,1,2020-07-29,2020-07-23,2020-07-29,USD,7-074-13082,HV,7,31,H,I0,604.46,604.46,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-074-29683,2020,2500259809,1,2020-07-23,2020-07-23,2020-07-23,USD,7-074-29683,HV,7,31,H,I0,28.93,28.93,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-074-30238,2020,2500259976,1,2020-07-29,2020-07-23,2020-07-29,USD,7-074-30238,HV,7,31,H,I0,5476.42,5476.42,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-07-31,2001859096,7-074-38395,2020,2500260255,1,2020-07-31,2020-07-23,2020-07-31,USD,7-074-38395,HV,7,31,H,I0,305.64,305.64,2020-07-23,0017,V,2020-07-31,US02,2020-07-31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-03,2001859550,3-279-53253,2020,2500259978,1,2020-07-29,2020-07-24,2020-07-29,USD,3-279-53253,HV,7,31,H,I0,42.50,42.50,2020-07-24,0017,V,2020-08-03,US02,2020-08-03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-03,2001859550,3-279-58633,2020,2500260254,1,2020-07-31,2020-07-24,2020-07-31,USD,3-279-58633,HV,7,31,H,I0,18.98,18.98,2020-07-24,0017,V,2020-08-03,US02,2020-08-03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-05,2001861009,7-073-66294,2020,2500260719,1,2020-08-05,2020-07-23,2020-08-05,USD,7-073-66294,HV,8,31,H,I0,9.55,9.55,2020-07-23,0017,V,2020-08-05,US02,2020-08-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-06,2001861578,3-280-21563,2020,2500260103,1,2020-07-29,2020-07-27,2020-07-29,USD,3-280-21563,HV,7,31,H,I0,56.67,56.67,2020-07-27,0017,V,2020-08-06,US02,2020-08-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-06,2001861578,7-067-27036,2020,2500260900,1,2020-08-06,2020-07-16,2020-08-06,USD,7-067-27036,HV,8,31,H,I0,207.84,207.84,2020-07-16,0017,V,2020-08-06,US02,2020-08-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-06,2001861578,7-073-33962,2020,2500260905,1,2020-08-06,2020-07-23,2020-08-06,USD,7-073-33962,HV,8,31,H,I0,183.16,183.16,2020-07-23,0017,V,2020-08-06,US02,2020-08-06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,3-281-33832,2020,2500260358,1,2020-07-30,2020-07-30,2020-07-30,USD,3-281-33832,HV,7,31,H,I0,19.03,19.03,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-079-14673,2020,2500260357,1,2020-07-30,2020-07-29,2020-07-30,USD,7-079-14673,HV,7,31,H,I0,841.76,841.76,2020-07-29,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-22540,2020,2500260356,1,2020-07-30,2020-07-30,2020-07-30,USD,7-080-22540,HV,7,31,H,I0,5792.52,5792.52,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-27185,2020,2500260459,1,2020-08-07,2020-07-30,2020-08-07,USD,7-080-27185,HV,8,31,H,I0,240.30,240.30,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-27186,2020,2500260460,1,2020-08-07,2020-07-30,2020-08-07,USD,7-080-27186,HV,8,31,H,I0,112.44,112.44,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-45001,2020,2500260382,1,2020-07-30,2020-07-30,2020-07-30,USD,7-080-45001,HV,7,31,H,I0,1942.12,1942.12,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-57204,2020,2500260904,1,2020-08-06,2020-07-30,2020-08-06,USD,7-080-57204,HV,8,31,H,I0,272.74,272.74,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-62415,2020,2500260391,1,2020-08-03,2020-07-30,2020-08-03,USD,7-080-62415,HV,8,31,H,I0,44.02,44.02,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-63164,2020,2500260355,1,2020-07-30,2020-07-30,2020-07-30,USD,7-080-63164,HV,7,31,H,I0,10663.00,10663.00,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-68267,2020,2500260383,1,2020-07-30,2020-07-30,2020-07-30,USD,7-080-68267,HV,7,31,H,I0,443.28,443.28,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-70219,2020,2500260354,1,2020-07-30,2020-07-30,2020-07-30,USD,7-080-70219,HV,7,31,H,I0,651.80,651.80,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-07,2001862138,7-080-70329,2020,2500260415,1,2020-07-31,2020-07-30,2020-07-31,USD,7-080-70329,HV,7,31,H,I0,767.75,767.75,2020-07-30,0017,V,2020-08-07,US02,2020-08-07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-10,2001862905,3-273-16699,2020,2500259802,1,2020-08-10,2020-07-03,2020-08-10,USD,3-273-16699,HV,8,31,H,I0,18.96,18.96,2020-07-03,0017,V,2020-08-10,US02,2020-08-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-10,2001862905,3-281-74934,2020,2500260911,1,2020-08-09,2020-07-31,2020-08-09,USD,3-281-74934,HV,8,31,H,I0,125.38,125.38,2020-07-31,0017,V,2020-08-10,US02,2020-08-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-10,2001862905,3-281-78506,2020,2500260688,1,2020-08-10,2020-07-31,2020-08-10,USD,3-281-78506,HV,8,31,H,I0,58.76,58.76,2020-07-31,0017,V,2020-08-10,US02,2020-08-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-10,2001862905,3-281-78714,2020,2500260689,1,2020-08-10,2020-07-31,2020-08-10,USD,3-281-78714,HV,8,31,H,I0,12.79,12.79,2020-07-31,0017,V,2020-08-10,US02,2020-08-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-10,2001862905,7-054-87103,2020,2500259344,1,2020-08-10,2020-07-02,2020-08-10,USD,7-054-87103,HV,8,31,H,I0,584.98,584.98,2020-07-02,0017,V,2020-08-10,US02,2020-08-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-12,2001864022,7-067-85940,2020,2500259314,1,2020-08-12,2020-07-16,2020-08-12,USD,7-067-85940,HV,8,31,H,I0,19.10,19.10,2020-07-16,0017,V,2020-08-12,US02,2020-08-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-13,2001864608,7-080-70221,2020,2500261613,1,2020-08-13,2020-07-30,2020-08-13,USD,7-080-70221,HV,8,31,H,I0,19.26,19.26,2020-07-30,0017,V,2020-08-13,US02,2020-08-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,3-283-37977,2020,2500261363,1,2020-08-11,2020-08-05,2020-08-11,USD,3-283-37977,HV,8,31,H,I0,18.62,18.62,2020-08-05,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,3-283-50046,2020,2500261150,1,2020-08-09,2020-08-06,2020-08-09,USD,3-283-50046,HV,8,31,H,I0,19.03,19.03,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,3-283-67327,2020,2500261103,1,2020-08-06,2020-08-06,2020-08-06,USD,3-283-67327,HV,8,31,H,I0,25.48,25.48,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-085-66557,2020,2500261149,1,2020-08-09,2020-08-05,2020-08-09,USD,7-085-66557,HV,8,31,H,I0,684.03,684.03,2020-08-05,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-085-82503,2020,2500261102,1,2020-08-06,2020-08-05,2020-08-06,USD,7-085-82503,HV,8,31,H,I0,8.04,8.04,2020-08-05,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-086-22729,2020,2500261252,1,2020-08-10,2020-08-06,2020-08-10,USD,7-086-22729,HV,8,31,H,I0,1548.79,1548.79,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-086-47015,2020,2500261251,1,2020-08-10,2020-08-06,2020-08-10,USD,7-086-47015,HV,8,31,H,I0,995.96,995.96,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-086-49933,2020,2500261153,1,2020-08-09,2020-08-06,2020-08-09,USD,7-086-49933,HV,8,31,H,I0,597.03,597.03,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-086-65204,2020,2500261146,1,2020-08-12,2020-08-06,2020-08-12,USD,7-086-65204,HV,8,31,H,I0,14.84,14.84,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-086-65715,2020,2500261151,1,2020-08-09,2020-08-06,2020-08-09,USD,7-086-65715,HV,8,31,H,I0,5278.60,5278.60,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-14,2001865191,7-087-08332,2020,2500261152,1,2020-08-09,2020-08-06,2020-08-09,USD,7-087-08332,HV,8,31,H,I0,11347.80,11347.80,2020-08-06,0017,V,2020-08-14,US02,2020-08-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,3-283-89810,2020,2500261189,1,2020-08-09,2020-08-07,2020-08-09,USD,3-283-89810,HV,8,31,H,I0,42.54,42.54,2020-08-07,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,3-283-93445,2020,2500261364,1,2020-08-11,2020-08-07,2020-08-11,USD,3-283-93445,HV,8,31,H,I0,184.42,184.42,2020-08-07,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,3-283-93653,2020,2500261253,1,2020-08-10,2020-08-07,2020-08-10,USD,3-283-93653,HV,8,31,H,I0,12.79,12.79,2020-08-07,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,3-284-10032,2020,2500261589,1,2020-08-13,2020-08-07,2020-08-13,USD,3-284-10032,HV,8,31,H,I0,18.62,18.62,2020-08-07,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,7-061-54563,2020,2500261802,1,2020-08-17,2020-07-09,2020-08-17,USD,7-061-54563,HV,8,31,H,I0,28.59,28.59,2020-07-09,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-17,2001866129,7-087-25436,2020,2500261445,1,2020-08-12,2020-08-07,2020-08-12,USD,7-087-25436,HV,8,31,H,I0,917.93,917.93,2020-08-07,0017,V,2020-08-17,US02,2020-08-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-19,2001867317,7-087-15995,2020,2500261188,1,2020-08-19,2020-08-06,2020-08-19,USD,7-087-15995,HV,8,31,H,I0,951.70,951.70,2020-08-06,0017,V,2020-08-19,US02,2020-08-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-20,2001867803,7-061-08979,2020,2500261462,1,2020-08-20,2020-07-09,2020-08-20,USD,7-061-08979,HV,8,31,H,I0,360.87,360.87,2020-07-09,0017,V,2020-08-20,US02,2020-08-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-20,2001867803,7-067-85944,2020,2500261463,1,2020-08-20,2020-07-16,2020-08-20,USD,7-067-85944,HV,8,31,H,I0,434.34,434.34,2020-07-16,0017,V,2020-08-20,US02,2020-08-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-20,2001867803,7-073-90806,2020,2500261464,1,2020-08-20,2020-07-23,2020-08-20,USD,7-073-90806,HV,8,31,H,I0,540.12,540.12,2020-07-23,0017,V,2020-08-20,US02,2020-08-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-20,2001867803,7-086-71356,2020,2500261471,1,2020-08-20,2020-08-06,2020-08-20,USD,7-086-71356,HV,8,31,H,I0,172.26,172.26,2020-08-06,0017,V,2020-08-20,US02,2020-08-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-20,2001867803,7-086-91712,2020,2500261470,1,2020-08-20,2020-08-06,2020-08-20,USD,7-086-91712,HV,8,31,H,I0,220.98,220.98,2020-08-06,0017,V,2020-08-20,US02,2020-08-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,3-285-68759,2020,2500261671,1,2020-08-14,2020-08-13,2020-08-14,USD,3-285-68759,HV,8,31,H,I0,38.06,38.06,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-091-67104,2020,2500261669,1,2020-08-14,2020-08-12,2020-08-14,USD,7-091-67104,HV,8,31,H,I0,803.56,803.56,2020-08-12,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-59435,2020,2500261670,1,2020-08-14,2020-08-13,2020-08-14,USD,7-092-59435,HV,8,31,H,I0,5126.94,5126.94,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-63223,2020,2500261658,1,2020-08-17,2020-08-13,2020-08-17,USD,7-092-63223,HV,8,31,H,I0,1748.52,1748.52,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-65121,2020,2500261694,1,2020-08-20,2020-08-13,2020-08-20,USD,7-092-65121,HV,8,31,H,I0,146.26,146.26,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-85234,2020,2500261657,1,2020-08-17,2020-08-13,2020-08-17,USD,7-092-85234,HV,8,31,H,I0,1384.70,1384.70,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-88483,2020,2500261674,1,2020-08-14,2020-08-13,2020-08-14,USD,7-092-88483,HV,8,31,H,I0,756.05,756.05,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-092-88485,2020,2500261635,1,2020-08-13,2020-08-13,2020-08-13,USD,7-092-88485,HV,8,31,H,I0,19.14,19.14,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-093-04189,2020,2500261663,1,2020-08-14,2020-08-13,2020-08-14,USD,7-093-04189,HV,8,31,H,I0,230.34,230.34,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-093-17970,2020,2500261856,1,2020-08-17,2020-08-13,2020-08-17,USD,7-093-17970,HV,8,31,H,I0,345.72,345.72,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-093-53107,2020,2500261672,1,2020-08-14,2020-08-13,2020-08-14,USD,7-093-53107,HV,8,31,H,I0,10693.29,10693.29,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7-093-58871,2020,2500261695,1,2020-08-20,2020-08-13,2020-08-20,USD,7-093-58871,HV,8,31,H,I0,133.98,133.98,2020-08-13,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-21,2001868385,7769098035,2020,2500262172,1,2020-08-21,2020-05-22,2020-08-21,USD,7769098035,HV,8,31,H,I0,205.70,205.70,2020-05-22,0017,V,2020-08-21,US02,2020-08-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-24,2001869240,3-286-09773,2020,2500261673,1,2020-08-14,2020-08-14,2020-08-14,USD,3-286-09773,HV,8,31,H,I0,148.89,148.89,2020-08-14,0017,V,2020-08-24,US02,2020-08-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-24,2001869240,3-286-13472,2020,2500261801,1,2020-08-17,2020-08-14,2020-08-17,USD,3-286-13472,HV,8,31,H,I0,12.79,12.79,2020-08-14,0017,V,2020-08-24,US02,2020-08-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-27,2001870857,7-067-03894,2020,2500262545,1,2020-08-27,2020-07-16,2020-08-27,USD,7-067-03894,HV,8,31,H,I0,47.75,47.75,2020-07-16,0017,V,2020-08-27,US02,2020-08-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-27,2001870857,7-073-77051,2020,2500262546,1,2020-08-27,2020-07-23,2020-08-27,USD,7-073-77051,HV,8,31,H,I0,31.81,31.81,2020-07-23,0017,V,2020-08-27,US02,2020-08-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-27,2001870857,7-080-35952,2020,2500262547,1,2020-08-27,2020-07-30,2020-08-27,USD,7-080-35952,HV,8,31,H,I0,29.76,29.76,2020-07-30,0017,V,2020-08-27,US02,2020-08-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-27,2001870857,7-086-35982,2020,2500262548,1,2020-08-27,2020-08-06,2020-08-27,USD,7-086-35982,HV,8,31,H,I0,76.56,76.56,2020-08-06,0017,V,2020-08-27,US02,2020-08-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-28,2001871442,3-287-85763,2020,2500262285,1,2020-08-21,2020-08-20,2020-08-21,USD,3-287-85763,HV,8,31,H,I0,34.93,34.93,2020-08-20,0017,V,2020-08-28,US02,2020-08-28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,400717,2020-08-28,2001871442,7-093-22981,2020,2500263020,1,2020-08-28,2020-08-13,2020-08-28,USD,7-093-22981,HV,8,31,H,I0,275.72,275.72,2020-08-13,0017,V,2020-08-28,US02,2020-08-28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
